0;1;2;3
206270.0;0.4105272311208452;3.0; A_PREACCEPTED
206285.0;0.4970203259239421;4.0; A_PREACCEPTED
206291.0;0.5699044291989255;3.0; A_PREACCEPTED
206297.0;0.5869126199779875;3.0; A_PREACCEPTED
206300.0;0.4517463520459457;3.0; A_PREACCEPTED
206309.0;1.2188975384710838;4.0; A_PREACCEPTED
206333.0;0.6833635146273365;1.0; A_SUBMITTED
206336.0;0.23323202824262146;1.0; A_SUBMITTED
206339.0;0.5790979803721694;3.0; A_PREACCEPTED
206342.0;0.35497931989620124;3.0; A_PREACCEPTED
206348.0;0.34578239615489537;3.0; A_PREACCEPTED
206360.0;0.4569883768089875;3.0; A_PREACCEPTED
206267.0;1.1335483076270938;4.0; W_Completeren aanvraag
206315.0;0.6428371442851011;4.0; W_Afhandelen leads
206366.0;0.9683963687100048;3.0; A_PREACCEPTED
206369.0;1.2361651279583072;3.0; A_PREACCEPTED
206372.0;1.2371621054110946;3.0; A_PREACCEPTED
206384.0;0.14598339331490484;3.0; A_PREACCEPTED
206417.0;0.11945990237624926;3.0; A_PREACCEPTED
206414.0;0.35849881893664315;4.0; W_Afhandelen leads
206420.0;0.9239077796472772;3.0; A_PREACCEPTED
206453.0;0.30388234773909395;4.0; W_Completeren aanvraag
206432.0;0.7235385702348773;4.0; A_PREACCEPTED
206438.0;1.3102908024535553;4.0; A_PREACCEPTED
206441.0;1.0538787899057391;5.0; W_Completeren aanvraag
206471.0;1.1546252697423989;3.0; A_PREACCEPTED
206477.0;0.24593025097646226;3.0; A_PREACCEPTED
206480.0;1.0774758464802177;3.0; A_PREACCEPTED
206483.0;0.9147366321062225;3.0; A_PREACCEPTED
206489.0;0.9793460999662236;3.0; A_PREACCEPTED
206504.0;0.3872122287520894;3.0; A_PREACCEPTED
206513.0;0.591120606823313;3.0; A_PREACCEPTED
206528.0;1.1110986786368722;3.0; A_PREACCEPTED
206567.0;0.7186514942674045;1.0; A_SUBMITTED
206579.0;0.6663651811977851;3.0; A_PREACCEPTED
206597.0;0.5619239979700927;3.0; A_PREACCEPTED
206600.0;0.49111067537579944;3.0; A_PREACCEPTED
206606.0;1.0120502870115553;3.0; A_PREACCEPTED
206609.0;1.5038488949142823;3.0; A_PREACCEPTED
206615.0;0.2006722622415269;1.0; A_SUBMITTED
206621.0;1.696817432029583;3.0; A_PREACCEPTED
206624.0;1.6162894175065627;3.0; A_PREACCEPTED
206627.0;1.323463862197277;3.0; A_PREACCEPTED
206636.0;0.6544717998960337;1.0; A_SUBMITTED
206642.0;0.24724966541163695;1.0; A_SUBMITTED
206645.0;0.8780956415855248;1.0; A_SUBMITTED
206660.0;0.7890685761411365;1.0; A_SUBMITTED
206669.0;0.42226419810302285;1.0; A_SUBMITTED
206558.0;2.1299638821414573;3.0; W_Afhandelen leads
206543.0;3.4969534143975327;4.0; W_Completeren aanvraag
0.2969066540400187;;;
