0;1;2;3
206309.0;1.2188975384710838;4.0; A_PREACCEPTED
206333.0;2.110071580024783;3.0; A_PREACCEPTED
206336.0;0.23323202824262146;1.0; A_SUBMITTED
206339.0;0.5790979803721694;3.0; A_PREACCEPTED
206342.0;0.35497931989620124;3.0; A_PREACCEPTED
206315.0;1.669235622001775;5.0; A_PREACCEPTED
206366.0;0.9683963687100048;3.0; A_PREACCEPTED
206369.0;1.2361651279583072;3.0; A_PREACCEPTED
206372.0;1.2371621054110946;3.0; A_PREACCEPTED
206384.0;0.14598339331490484;3.0; A_PREACCEPTED
206414.0;0.35849881893664315;4.0; W_Afhandelen leads
206417.0;0.17002107949676204;8.0; A_FINALIZED
206453.0;0.30388234773909395;4.0; W_Completeren aanvraag
206432.0;0.7235385702348773;4.0; A_PREACCEPTED
206438.0;1.3102908024535553;4.0; A_PREACCEPTED
206441.0;0.04964249819956201;9.0; O_CREATED
206471.0;1.1546252697423989;3.0; A_PREACCEPTED
206477.0;0.24593025097646226;3.0; A_PREACCEPTED
206480.0;1.0774758464802177;3.0; A_PREACCEPTED
206489.0;0.9793460999662236;3.0; A_PREACCEPTED
206483.0;0.6791398067767636;7.0; O_SELECTED
206348.0;0.9332687522268;8.0; W_Completeren aanvraag
206597.0;0.5619239979700927;3.0; A_PREACCEPTED
206600.0;0.49111067537579944;3.0; A_PREACCEPTED
206615.0;0.2006722622415269;1.0; A_SUBMITTED
206627.0;1.323463862197277;3.0; A_PREACCEPTED
206636.0;0.6544717998960337;1.0; A_SUBMITTED
206642.0;0.24724966541163695;1.0; A_SUBMITTED
206645.0;0.8780956415855248;1.0; A_SUBMITTED
206660.0;0.7890685761411365;1.0; A_SUBMITTED
206669.0;0.42226419810302285;1.0; A_SUBMITTED
206558.0;2.1299638821414573;3.0; W_Afhandelen leads
206567.0;2.6132569929516825;3.0; W_Afhandelen leads
206513.0;1.6808627343039602;4.0; W_Completeren aanvraag
206543.0;3.4969534143975327;4.0; W_Completeren aanvraag
206267.0;3.3735261648320947;5.0; W_Completeren aanvraag
206546.0;4.6108050976548345;4.0; W_Completeren aanvraag
206549.0;3.0504436543417386;4.0; W_Completeren aanvraag
206420.0;0.9323727849591306;8.0; O_SELECTED
206609.0;0.19329371546060026;4.0; W_Completeren aanvraag
206579.0;2.6781528565914816;11.0; O_SENT
206901.0;1.234648026972316;4.0; W_Completeren aanvraag
206672.0;0.4316206089235719;9.0; O_SELECTED
206883.0;2.147034032787249;5.0; W_Completeren aanvraag
206910.0;0.9153100001883514;4.0; W_Completeren aanvraag
206763.0;0.9202063002892191;4.0; W_Completeren aanvraag
206504.0;0.05601714414359504;12.0; W_Nabellen offertes
207020.0;1.5869825662820727;6.0; A_PREACCEPTED
206624.0;0.785034724641448;6.0; W_Completeren aanvraag
207119.0;0.3887718219842229;6.0; O_SELECTED
0.42555679082870485;;;
