0;1;2;3
206309.0;1.2188975384710838;4.0; A_PREACCEPTED
206333.0;2.110071580024783;3.0; A_PREACCEPTED
206336.0;0.23323202824262146;1.0; A_SUBMITTED
206339.0;0.5790979803721694;3.0; A_PREACCEPTED
206342.0;0.35497931989620124;3.0; A_PREACCEPTED
206315.0;1.669235622001775;5.0; A_PREACCEPTED
206366.0;0.9683963687100048;3.0; A_PREACCEPTED
206369.0;1.2361651279583072;3.0; A_PREACCEPTED
206372.0;1.2371621054110946;3.0; A_PREACCEPTED
206384.0;0.14598339331490484;3.0; A_PREACCEPTED
206414.0;0.35849881893664315;4.0; W_Afhandelen leads
206417.0;0.17002107949676204;8.0; A_FINALIZED
206453.0;0.30388234773909395;4.0; W_Completeren aanvraag
206432.0;0.7235385702348773;4.0; A_PREACCEPTED
206438.0;1.3102908024535553;4.0; A_PREACCEPTED
206441.0;0.04964249819956201;9.0; O_CREATED
206471.0;1.1546252697423989;3.0; A_PREACCEPTED
206477.0;0.24593025097646226;3.0; A_PREACCEPTED
206480.0;1.0774758464802177;3.0; A_PREACCEPTED
206489.0;0.9793460999662236;3.0; A_PREACCEPTED
206483.0;0.6791398067767636;7.0; O_SELECTED
206348.0;0.9332687522268;8.0; W_Completeren aanvraag
206597.0;0.5619239979700927;3.0; A_PREACCEPTED
206600.0;0.49111067537579944;3.0; A_PREACCEPTED
206615.0;0.2006722622415269;1.0; A_SUBMITTED
206627.0;1.323463862197277;3.0; A_PREACCEPTED
206636.0;0.6544717998960337;1.0; A_SUBMITTED
206642.0;0.24724966541163695;1.0; A_SUBMITTED
206645.0;0.8780956415855248;1.0; A_SUBMITTED
206660.0;0.7890685761411365;1.0; A_SUBMITTED
0.29949060281117756;;;
